wfc3  f110w  26.8223
wfc3  f130n  22.9900
wfc3  f225w  23.912
wfc3  f275w  24.021
wfc3  f336w  24.582
wfc3  f438w  24.750
wfc3  f665n  22.639
wfc3  f555w  25.725
wfc3  f814w  25.038

acs f140lp  23.08787
