wfc3  f275w  22.6322
wfc3  f336w  23.4836
wfc3  f438w  24.9738
wfc3  f555w  25.8160
wfc3  f814w  24.6803

acs f435w   25.784
acs f555w   25.731
acs f606w   26.407
acs f814w   25.530

